"","GID","GeneID"
"100847000","100847000","MIR5579"
"100423028","100423028","MIR4254"
"100616283","100616283","MIR4766"
"100500899","100500899","MIR3692"
"100616468","100616468","MIR4742"
"100616352","100616352","MIR4642"
"100616168","100616168","MIR4754"
"100500812","100500812","MIR3677"
"100423030","100423030","MIR3126"
"100847017","100847017","MIR5692C2"
"100422873","100422873","MIR4297"
"100500818","100500818","MIR3945"
"80022","80022","MYO15B"
"26083","26083","TBC1D29P"
"100616285","100616285","MIR4645"
"100616109","100616109","MIR4464"
"100422889","100422889","MIR3194"
"100616230","100616230","MIR4646"
"6458","6458","SH3GL1P1"
"100500893","100500893","MIR3663"
"100616323","100616323","MIR4482"
"284440","284440","LINC00663"
"400654","400654","LINC01538"
"5348","5348","FXYD1"
"80755","80755","AARSD1"
"100505835","100505835","LINC01532"
"342892","342892","ZNF850"
"100885848","100885848","PTGES3L"
"100133957","100133957","UXT-AS1"
"339201","339201","ASB16-AS1"
"147727","147727","ILF3-DT"
"653645","653645","TBC1D3P1-DHX40P1"
"284385","284385","ZNF561-AS1"
"100505495","100505495","PCAT19"
"100507218","100507218","RNF157-AS1"
"284294","284294","LINC01924"
"158062","158062","LCN6"
"284408","284408","ZNF790-AS1"
"100130522","100130522","PARD6G-AS1"
"339524","339524","LINC01140"
"100133991","100133991","MAP3K14-AS1"
"80054","80054","CEBPA-DT"
"641516","641516","KC6"
"148145","148145","LINC00906"
"401898","401898","ZNF833P"
"400617","400617","KCNJ2-AS1"
"647946","647946","MIR924HG"
"100996295","100996295","DNAH17-AS1"
"100507433","100507433","ZNF571-AS1"
"440461","440461","ARHGAP27P2"
"148046","148046","CIRBP-AS1"
"23591","23591","FAM215A"
"26974","26974","ZNF285"
"100506755","100506755","MIR497HG"
"9294","9294","S1PR2"
"284260","284260","LINC00907"
"388514","388514","CYP4F24P"
"114335","114335","CGB1"
"112812","112812","FDX2"
"7767","7767","ZNF224"
"100288122","100288122","LDLRAD4-AS1"
"100505474","100505474","LINC01539"
"100287177","100287177","EML2-AS1"
"400685","400685","LINC01801"
"440335","440335","SMIM22"
"55957","55957","LIN37"
"4701","4701","NDUFA7"
"100131691","100131691","MZF1-AS1"
"56936","56936","CCDC177"
"100422833","100422833","MIR3188"
"728269","728269","MAGEA9B"
"100505812","100505812","CARD8-AS1"
"100506033","100506033","PTOV1-AS1"
"149013","149013","NBPF12"
"100505681","100505681","NAPA-AS1"
"100126270","100126270","FMR1-AS1"
"55879","55879","GABRQ"
"11254","11254","SLC6A14"
"147670","147670","SMIM17"
"2652","2652","OPN1MW"
"644100","644100","ARL14EPL"
"100271873","100271873","AIRN"
"440508","440508","CLEC4GP1"
"83598","83598","LRRC2-AS1"
"29057","29057","FAM156A"
"400550","400550","FENDRR"
"54553","54553","MIR4453HG"
"146513","146513","LINC02135"
"4101","4101","MAGEA2"
"56157","56157","TEX13A"
"100073347","100073347","MIMT1"
"400680","400680","LINC00664"
"100130086","100130086","HSFX2"
"643719","643719","SCGB1B2P"
"326342","326342","ADGRE4P"
"284729","284729","ESPNP"
"100128054","100128054","PLCE1-AS1"
"503538","503538","A1BG-AS1"
"389903","389903","CSAG3"
"541466","541466","CT45A1"
"100271846","100271846","ERVV-2"
"100529262","100529262","MIA-RAB4B"
"494119","494119","SPANXN2"
"100289341","100289341","MAN1B1-DT"
"125972","125972","CALR3"
"388523","388523","ZNF728"
"388630","388630","TRABD2B"
"388499","388499","LYPLA2P2"
"115290","115290","FBXO17"
"100129195","100129195","ZSCAN16-AS1"
"2282","2282","FKBP1AP1"
"79917","79917","MAGIX"
"440518","440518","GOLGA2P9"
"8517","8517","IKBKG"
"100293516","100293516","ZNF587B"
"100507567","100507567","RAB11B-AS1"
"6689","6689","SPIB"
"56001","56001","NXF2"
"63947","63947","DMRTC1"
"147664","147664","ERVV-1"
"84548","84548","TMEM185A"
"100130700","100130700","TP53TG3HP"
"23619","23619","ZIM2"
"400818","400818","NBPF9"
"401612","401612","SLC25A53"
"100130342","100130342","SCGB2B3P"
"10984","10984","KCNQ1OT1"
"641367","641367","CCNYL6"
"646862","646862","RNF225"
"112398","112398","EGLN2"
"100533184","100533184","ARHGAP19-SLIT1"
"100093630","100093630","SNHG8"
"6023","6023","RMRP"
"139201","139201","MAP2K4P1"
"441454","441454","PTMAP11"
"653687","653687","FAM226B"
"100507423","100507423","MKNK1-AS1"
"100529215","100529215","ZNF559-ZNF177"
"100506046","100506046","GAS5-AS1"
"100303453","100303453","TSNAX-DISC1"
"100126299","100126299","VTRNA2-1"
"7012","7012","TERC"
"152217","152217","NCBP2AS2"
"728841","728841","NBPF8"
"100288198","100288198","HMGN3-AS1"
"256957","256957","HEATR9"
"767846","767846","PFN1P2"
"100526820","100526820","CAHM"
"22973","22973","LAMB2P1"
"401492","401492","LINC01235"
"414778","414778","HCG17"
"25832","25832","NBPF14"
"9383","9383","TSIX"
"8148","8148","TAF15"
"100463482","100463482","MTRNR2L6"
"246176","246176","GAS2L2"
"146853","146853","C17orf50"
"338005","338005","LINC00221"
"100996712","100996712","SRGAP2D"
"8370","8370","H4C14"
"91608","91608","RASL10B"
"339929","339929","LPP-AS2"
"100462981","100462981","MTRNR2L2"
"441294","441294","CTAGE15"
"100996569","100996569","NAMA"
"100527978","100527978","TLCD4-RWDD3"
"100528062","100528062","ARMCX5-GPRASP2"
"100652909","100652909","LINC00904"
"643486","643486","BRDTP1"
"140809","140809","SRXN1"
"340307","340307","CTAGE6"
"401233","401233","HTATSF1P2"
"100132406","100132406","NBPF10"
"79148","79148","MMP28"
"6352","6352","CCL5"
"128077","128077","LIX1L"
"284021","284021","MILR1"
"338758","338758","ATP2B1-AS1"
"440352","440352","SNX29P2"
"100527960","100527960","MROH7-TTC4"
"677831","677831","SNORA51"
"389332","389332","SMIM32"
"100113392","100113392","SNORD11B"
"119385","119385","AGAP11"
"407054","407054","MIR98"
"8755","8755","ADAM6"
"284615","284615","ANKRD34A"
"406931","406931","MIR139"
"404672","404672","GTF2H5"
"283481","283481","FGF14-AS2"
"100130557","100130557","NFYC-AS1"
"401237","401237","CASC15"
"723790","723790","H2AC19"
"63930","63930","LINC01749"
"283483","283483","LINC00551"
"619571","619571","SNORD96A"
"11165","11165","NUDT3"
"9757","9757","KMT2B"
"100101267","100101267","POM121C"
"101180976","101180976","IFNL4"
"100133941","100133941","CD24"
"767565","767565","SNORD113-5"
"154313","154313","CFAP206"
"100652853","100652853","LINC01023"
"677811","677811","SNORA28"
"389125","389125","MUSTN1"
"152687","152687","ZNF595"
"84740","84740","AFAP1-AS1"
"8447","8447","DOC2B"
"57717","57717","PCDHB16"
"286967","286967","FAM223B"
"100506394","100506394","GAS6-DT"
"317751","317751","MESTIT1"
"84989","84989","JMJD1C-AS1"
"55802","55802","DCP1A"
"100507217","100507217","CHASERR"
"100130705","100130705","ATP6V1FNB"
"100528018","100528018","ARL2-SNX15"
"80039","80039","FAM106A"
"644619","644619","INTS4P2"
"100129550","100129550","LINC02035"
"150590","150590","C2orf15"
"2904","2904","GRIN2B"
"147719","147719","LYPD4"
"8926","8926","SNURF"
"728116","728116","ZBTB8B"
"25786","25786","DGCR11"
"389458","389458","RBAKDN"
"653404","653404","FOXD4L6"
"123624","123624","AGBL1"
"8362","8362","H4C12"
"54883","54883","CWC25"
"677844","677844","SNORA78"
"100170841","100170841","EPOP"
"9326","9326","ZNHIT3"
"8342","8342","H2BC14"
"3975","3975","LHX1"
"23191","23191","CYFIP1"
"125931","125931","CEACAM20"
"8339","8339","H2BC8"
"389856","389856","USP27X"
"100033450","100033450","SNORD115-13"
"6880","6880","TAF9"
"145438","145438","FRMD6-AS1"
"79159","79159","NOL12"
"283767","283767","GOLGA6L1"
"8355","8355","H3C8"
"388685","388685","LINC01138"
"283491","283491","OR7E156P"
"100616416","100616416","MIR4727"
"729438","729438","CASTOR2"
"390538","390538","OR4M2"
"100652883","100652883","ALOX15P1"
"256302","256302","NATD1"
"30837","30837","SOCS7"
"729877","729877","TBC1D3H"
"151","151","ADRA2B"
"8344","8344","H2BC6"
"677821","677821","SNORA71E"
"26149","26149","ZNF658"
"728495","728495","FAM74A3"
"390660","390660","ADAMTS7P1"
"100129924","100129924","TMEM269"
"7179","7179","TPTE"
"100130301","100130301","C8orf89"
"100132101","100132101","HERC2P7"
"440434","440434","NPEPPSP1"
"81554","81554","RCC1L"
"645832","645832","SEBOX"
"9300","9300","SNORD28"
"401508","401508","FAM74A4"
"139189","139189","DGKK"
"728233","728233","PI4KAP1"
"729873","729873","TBC1D3"
"8361","8361","H4C6"
"8348","8348","H2BC17"
"619554","619554","MIR486-1"
"6368","6368","CCL23"
"8353","8353","H3C6"
"414059","414059","TBC1D3B"
"100532724","100532724","NPHP3-ACAD11"
"26824","26824","RNU11"
"387647","387647","PTCHD3P1"
"85235","85235","H2AC12"
"140883","140883","ZNF280B"
"4302","4302","MLLT6"
"57223","57223","PPP4R3B"
"11276","11276","SYNRG"
"692088","692088","SNORD50B"
"79873","79873","NUDT18"
"692208","692208","SNORD91B"
"7549","7549","ZNF2"
"8368","8368","H4C13"
"677781","677781","SCARNA16"
"6360","6360","CCL16"
"94059","94059","LENG9"
"8330","8330","H2AC15"
"400121","400121","LINC00547"
"100616203","100616203","MIR4734"
"6351","6351","CCL4"
"100132526","100132526","FGD5P1"
"157285","157285","PRAG1"
"8354","8354","H3C11"
"6362","6362","CCL18"
"8857","8857","FCGBP"
"6928","6928","HNF1B"
"442421","442421","PTGER4P2-CDK2AP2P2"
"100616190","100616190","MIR548O2"
"388381","388381","C17orf98"
"100129722","100129722","STPG3-AS1"
"389610","389610","XKR5"
"100192386","100192386","FLJ16779"
"8369","8369","H4C7"
"644314","644314","MT1IP"
"26574","26574","AATF"
"100500862","100500862","MIR3648-1"
"8345","8345","H2BC9"
"8350","8350","H3C1"
"57151","57151","LYZL6"
"400658","400658","ZNF516-DT"
"440563","440563","HNRNPCL2"
"85376","85376","RIMBP3"
"57636","57636","ARHGAP23"
"114791","114791","TUBGCP5"
"378825","378825","PICSAR"
"727830","727830","SPATA31A3"
"677809","677809","SNORA24"
"11072","11072","DUSP14"
"267010","267010","RNU12"
"29128","29128","UHRF1"
"84876","84876","ORAI1"
"414062","414062","CCL3L3"
"645431","645431","FUT8-AS1"
"339005","339005","WHAMMP3"
"8294","8294","H4C9"
"441425","441425","ANKRD20A3P"
"338004","338004","LINC00226"
"146850","146850","PIK3R6"
"6871","6871","TADA2A"
"100132352","100132352","FRG1HP"
"8396","8396","PIP4K2B"
"100422969","100422969","MIR2909"
"8331","8331","H2AC14"
"389898","389898","UBE2NL"
"284124","284124","FLJ36000"
"6358","6358","CCL14"
"3018","3018","H2BC3"
"644054","644054","FAM25C"
"56101","56101","PCDHGB5"
"400322","400322","HERC2P2"
"727905","727905","SPATA31A5"
"1602","1602","DACH1"
"284100","284100","YWHAEP7"
"353238","353238","PADI6"
"8332","8332","H2AC16"
"25774","25774","GSTT4"
"8367","8367","H4C5"
"100288805","100288805","HYDIN2"
"2970","2970","GTF2IP1"
"649330","649330","HNRNPCL3"
"442582","442582","STAG3L2"
"3012","3012","H2AC8"
"692087","692087","SNORD49B"
"64493","64493","LINC00235"
"57234","57234","LINC00869"
"441250","441250","TYW1B"
"8360","8360","H4C4"
"284098","284098","PIGW"
"8263","8263","F8A1"
"85495","85495","RPPH1"
"619455","619455","SPANXA2-OT1"
"8343","8343","H2BC7"
"150384","150384","GTSE1-DT"
"7703","7703","PCGF2"
"100130539","100130539","LINC02881"
"80725","80725","SRCIN1"
"26800","26800","SNORD49A"
"440435","440435","GPR179"
"4082","4082","MARCKS"
"93474","93474","ZNF670"
"342372","342372","PKD1L3"
"338328","338328","GPIHBP1"
"692106","692106","SNORD65"
"138799","138799","OR13C5"
"283796","283796","GOLGA8IP"
"4747","4747","NEFL"
"6348","6348","CCL3"
"28755","28755","TRAC"
"83740","83740","H2AB3"
"8968","8968","H3C7"
"595135","595135","PGM5P2"
"5691","5691","PSMB3"
"677778","677778","SCARNA15"
"440243","440243","GOLGA6L22"
"677842","677842","SNORA50C"
"6716","6716","SRD5A2"
"100533955","100533955","SENP3-EIF4A1"
"284106","284106","CISD3"
"26781","26781","SNORA67"
"201299","201299","RDM1"
"11056","11056","DDX52"
"100033820","100033820","SNORD116-28"
"7554","7554","ZNF8"
"641467","641467","TSC22D1-AS1"
"389741","389741","GLIDR"
"6753","6753","SSTR3"
"400548","400548","LINC02139"
"29964","29964","PRICKLE4"
"677766","677766","SCARNA2"
"80179","80179","MYO19"
"677848","677848","SNORD1A"
"414060","414060","TBC1D3C"
"79893","79893","GGNBP2"
"7772","7772","ZNF229"
"100507240","100507240","VWA8-AS1"
"5380","5380","PMS2P2"
"8335","8335","H2AC4"
"284099","284099","C17orf78"
"79154","79154","DHRS11"
"31","31","ACACA"
"728229","728229","TMEM191B"
"10002","10002","NR2E3"
"8346","8346","H2BC10"
"650623","650623","BEND3P3"
"79922","79922","MRM1"
"8359","8359","H4C1"
"647042","647042","GOLGA6L10"
"8336","8336","H2AC17"
"8366","8366","H4C2"
"100033431","100033431","SNORD116-20"
"100133121","100133121","FAM27B"
"100379571","100379571","BACE1-AS"
"100289211","100289211","LINC00624"
"8357","8357","H3C10"
"84311","84311","MRPL45"
"56656","56656","OR2S2"
"100885775","100885775","BANCR"
"144486","144486","CEP83-DT"
"54508","54508","EPB41L4A-DT"
"100859930","100859930","HEIH"
"390093","390093","OR10A6"
"79345","79345","OR51B2"
"145624","145624","PWAR1"
"27099","27099","SND1-IT1"
"128367","128367","OR10X1"
"283160","283160","OR8D2"
"400736","400736","PRAMEF13"
"100130890","100130890","TSTD3"
"8123","8123","PWAR5"
"391190","391190","OR2L8"
"55472","55472","RBM12B-AS1"
"64433","64433","LINC00244"
"144125","144125","OR2AG1"
"26080","26080","FAM230C"
"100130148","100130148","MAPT-IT1"
"441432","441432","AQP7P3"
"100130386","100130386","LINC00552"
"100129726","100129726","LINC01126"
"401105","401105","FLJ42393"
"651430","651430","FLJ38576"
"100507462","100507462","CCDC28A-AS1"
"440299","440299","DNM1P41"
"441058","441058","LINC01667"
"347169","347169","OR1B1"
"191585","191585","PLAC4"
"64881","64881","PCDH20"
"100113386","100113386","UCKL1-AS1"
"26529","26529","OR12D2"
"146512","146512","FLJ30679"
"219473","219473","OR8K3"
"84931","84931","LINC01101"
"677771","677771","SCARNA4"
"100507117","100507117","ASAP1-IT2"
"359822","359822","KCNIP4-IT1"
"126661","126661","CCDC163"
"401497","401497","LINC01242"
"100505839","100505839","SH3PXD2A-AS1"
"727924","727924","LINC02203"
"552859","552859","LINC00251"
"440952","440952","EIF1B-AS1"
"153469","153469","JAKMIP2-AS1"
"79447","79447","PAGR1"
"283267","283267","LINC00294"
"399972","399972","GSEC"
"29034","29034","CPS1-IT1"
"127841","127841","LINC00628"
"140032","140032","RPS4Y2"
"283876","283876","LINC00921"
"116828","116828","N4BP2L2-IT2"
"100506776","100506776","TRG-AS1"
"283521","283521","TMEM272"
"144742","144742","LINC00934"
"285547","285547","LINC01097"
"100507178","100507178","SLFNL1-AS1"
"64735","64735","LINC00254"
"401321","401321","LINC00997"
"100129716","100129716","ARRDC3-AS1"
"724102","724102","SNHG4"
"285540","285540","SEPSECS-AS1"
"552860","552860","SAMD12-AS1"
"100506710","100506710","EBLN3P"
"100861504","100861504","LINC00538"
"100775107","100775107","RBM5-AS1"
"285796","285796","PACRG-AS1"
"100507173","100507173","LINC01012"
"711","711","ERC2-IT1"
"441177","441177","LINC00602"
"400752","400752","LINC01144"
"664618","664618","HSP90AB4P"
"100861540","100861540","CYP3A7-CYP3A51P"
"375690","375690","WASH5P"
"399844","399844","LINC01002"
"140","140","ADORA3"
"101054525","101054525","PGR-AS1"
"100129520","100129520","TEX13C"
"647476","647476","FRG2EP"
"100288974","100288974","BMS1P21"
"57061","57061","HYMAI"
"100302187","100302187","MIR1297"
"100505385","100505385","IQCJ-SCHIP1"
"100616406","100616406","MIR4521"
"494331","494331","MIR382"
"100302260","100302260","MIR2052"
"100302188","100302188","MIR1243"
"645166","645166","LSP1P5"
"100302170","100302170","MIR1206"
"100616419","100616419","MIR4434"
"100126329","100126329","MIR941-1"
"100302166","100302166","MIR1322"
"442913","442913","MIR376C"
"100422976","100422976","MIR4256"
"219525","219525","OR5AK4P"
"574489","574489","MIR518D"
"644861","644861","NBPF13P"
"100500880","100500880","MIR3662"
"100302261","100302261","MIR1910"
"79015","79015","LINC01260"
"100132146","100132146","FAM240A"
"100289137","100289137","FAM95C"
"100422885","100422885","MIR1244-2"
"100616257","100616257","MIR3975"
"692211","692211","SNORD98"
"664615","664615","MIR376A2"
"494325","494325","MIR376A1"
"90332","90332","EXOC3L2"
"100616162","100616162","MIR4483"
"100616296","100616296","MIR4678"
"100616355","100616355","MIR4531"
"100847044","100847044","MIR5087"
"693140","693140","MIR555"
"29122","29122","PRSS50"
"387644","387644","FAM238C"
"100302185","100302185","MIR1204"
"100847079","100847079","MIR5193"
"406938","406938","MIR146A"
"100616364","100616364","MIR4785"
"100616315","100616315","MIR4781"
"574412","574412","MIR452"
"693199","693199","MIR614"
"693207","693207","MIR622"
"100126326","100126326","MIR936"
"407024","407024","MIR29B1"
"693215","693215","MIR630"
"406936","406936","MIR144"
"100616256","100616256","MIR4721"
"100616282","100616282","MIR4738"
"100302145","100302145","MIR1247"
"100302174","100302174","MIR1307"
"406920","406920","MIR130B"
"100500872","100500872","MIR3911"
"100422894","100422894","MIR4260"
"100500849","100500849","MIR3916"
"100302258","100302258","MIR1469"
"693213","693213","MIR628"
"100302212","100302212","MIR1324"
"406967","406967","MIR192"
"406922","406922","MIR133A1"
"100847046","100847046","MIR5010"
"574033","574033","MIR18B"
"494335","494335","MIR423"
"100500808","100500808","MIR3917"
"158035","158035","LINC00032"
"100126356","100126356","MIR365B"
"100302237","100302237","MIR1281"
"574456","574456","MIR497"
"100616414","100616414","MIR4761"
"407021","407021","MIR29A"
"100847070","100847070","MIR5196"
"100847090","100847090","MIR5187"
"406902","406902","MIR10A"
"407022","407022","MIR296"
"574032","574032","MIR20B"
"723778","723778","MIR650"
"100423004","100423004","MIR4315-1"
"100616115","100616115","MIR4469"
"100616385","100616385","MIR4732"
"100847081","100847081","MIR5703"
"406981","406981","MIR19B2"
"693196","693196","MIR611"
"693153","693153","MIR568"
"100616378","100616378","MIR4784"
"100500853","100500853","MIR3605"
"406970","406970","MIR194-2"
"406899","406899","MIR106A"
"100500888","100500888","MIR3940"
"100616122","100616122","MIR4523"
"100847073","100847073","MIR5090"
"407043","407043","MIR7-1"
"100500837","100500837","MIR3606"
"406935","406935","MIR143"
"406991","406991","MIR21"
"100302168","100302168","MIR1257"
"9997","9997","SCO2"
"724028","724028","MIR658"
"407026","407026","MIR29C"
"574448","574448","MIR202"
"100302257","100302257","MIR1539"
"100616452","100616452","MIR2682"
"100616394","100616394","MIR4444-1"
"100302290","100302290","MIR1973"
"100847012","100847012","MIR5004"
"100616146","100616146","MIR4534"
"100423031","100423031","MIR4321"
